onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.069	ITI	0	0	 0.000
 2.069	 0.557	betty	0	0	 0.000
 2.626	 1.592	answer	2	1	 1.516
 4.218	 7.401	ITI	0	0	 0.000
 11.619	 0.398	betty	0	0	 0.000
 12.017	 1.193	answer	2	2	 1.121
 13.210	 7.004	ITI	0	0	 0.000
 20.214	 0.558	anne	0	0	 0.000
 20.772	 1.034	answer	1	1	 0.960
 21.806	 7.401	ITI	0	0	 0.000
 29.207	 0.876	chloe	0	0	 0.000
 30.083	 1.591	answer	3	1	 1.527
 31.674	 7.084	ITI	0	0	 0.000
 38.758	 0.796	anne	0	0	 0.000
 39.554	 2.149	answer	1	1	 2.110
 41.703	 6.287	ITI	0	0	 0.000
 47.990	 0.875	chloe	0	0	 0.000
 48.865	 0.557	answer	3	3	 0.491
 49.422	 8.039	ITI	0	0	 0.000
 57.461	 0.557	chloe	0	0	 0.000
 58.018	 0.875	answer	3	2	 0.848
 58.893	 7.640	ITI	0	0	 0.000
 66.533	 0.478	betty	0	0	 0.000
 67.011	 0.796	answer	2	2	 0.769
 67.807	 8.595	ITI	0	0	 0.000
 76.402	 0.796	anne	0	0	 0.000
 77.198	 1.035	answer	1	1	 0.992
 78.233	 7.720	ITI	0	0	 0.000
 85.953	 0.477	chloe	0	0	 0.000
 86.430	 0.955	answer	3	3	 0.946
 87.385	 8.118	ITI	0	0	 0.000
 95.503	 0.716	anne	0	0	 0.000
 96.219	 0.716	answer	1	1	 0.699
 96.935	 9.153	ITI	0	0	 0.000
 106.088	 0.478	betty	0	0	 0.000
 106.566	 1.034	answer	2	2	 1.008
 107.600	 8.277	ITI	0	0	 0.000
 115.877	 0.477	anne	0	0	 0.000
 116.354	 0.955	answer	1	1	 0.888
 117.309	 7.721	ITI	0	0	 0.000
 125.030	 0.477	betty	0	0	 0.000
 125.507	 1.592	answer	2	2	 1.569
 127.099	 8.913	ITI	0	0	 0.000
 136.012	 0.796	chloe	0	0	 0.000
 136.808	 0.956	answer	3	3	 0.934
 137.764	 7.799	ITI	0	0	 0.000
 145.563	 0.557	anne	0	0	 0.000
 146.120	 0.796	answer	1	3	 0.780
 146.916	 8.038	ITI	0	0	 0.000
 154.954	 0.637	betty	0	0	 0.000
 155.591	 0.875	answer	2	2	 0.823
 156.466	 10.346	ITI	0	0	 0.000
 166.812	 0.637	chloe	0	0	 0.000
 167.449	 0.875	answer	3	3	 0.805
 168.324	 7.482	ITI	0	0	 0.000
 175.806	 0.557	betty	0	0	 0.000
 176.363	 1.592	answer	2	2	 1.515
 177.955	 7.321	ITI	0	0	 0.000
 185.276	 0.478	chloe	0	0	 0.000
 185.754	 0.875	answer	3	3	 0.856
 186.629	 7.323	ITI	0	0	 0.000
 193.952	 0.557	anne	0	0	 0.000
 194.509	 1.910	answer	1	3	 1.891
 196.419	 7.321	ITI	0	0	 0.000
 203.740	 0.557	betty	0	0	 0.000
 204.297	 0.955	answer	2	2	 0.897
 205.252	 8.755	ITI	0	0	 0.000
 214.007	 0.876	chloe	0	0	 0.000
 214.883	 0.795	answer	3	2	 0.733
 215.678	 7.401	ITI	0	0	 0.000
 223.079	 0.717	anne	0	0	 0.000
 223.796	 1.433	answer	1	3	 1.422
 225.229	 6.844	ITI	0	0	 0.000
 232.073	 0.716	anne	0	0	 0.000
 232.789	 0.717	answer	1	3	 0.665
 233.506	 8.435	ITI	0	0	 0.000
 241.941	 0.797	chloe	0	0	 0.000
 242.738	 0.716	answer	3	2	 0.656
 243.454	 6.526	ITI	0	0	 0.000
 249.980	 0.637	chloe	0	0	 0.000
 250.617	 1.671	answer	3	3	 1.669
 252.288	 6.844	ITI	0	0	 0.000
 259.132	 0.638	betty	0	0	 0.000
 259.770	 1.432	answer	2	2	 1.412
 261.202	 8.595	ITI	0	0	 0.000
 269.797	 0.716	betty	0	0	 0.000
 270.513	 0.955	answer	2	2	 0.947
 271.468	 8.278	ITI	0	0	 0.000
 279.746	 0.796	chloe	0	0	 0.000
 280.542	 0.795	answer	3	3	 0.794
 281.337	 7.720	ITI	0	0	 0.000
 289.057	 0.398	betty	0	0	 0.000
 289.455	 1.353	answer	2	2	 1.295
 290.808	 7.083	ITI	0	0	 0.000
 297.891	 0.717	anne	0	0	 0.000
 298.608	 0.557	answer	1	3	 0.526
 299.165	 8.913	ITI	0	0	 0.000
 308.078	 0.477	anne	0	0	 0.000
 308.555	 1.035	answer	1	1	 1.001
 309.590	 7.243	ITI	0	0	 0.000
 316.833	 0.875	chloe	0	0	 0.000
 317.708	 1.035	answer	3	1	 0.964
 318.743	 8.356	ITI	0	0	 0.000
 327.099	 0.716	betty	0	0	 0.000
 327.815	 0.557	answer	2	2	 0.547
 328.372	 8.516	ITI	0	0	 0.000
 336.888	 0.717	anne	0	0	 0.000
 337.605	 0.875	answer	1	1	 0.815
 338.480	 6.128	ITI	0	0	 0.000
 344.608	 4.138	END	0	0	 0.000
