onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.07	ITI	Rien	0	0	0.0
2.07	0.4849206349206349	betty	214_voyelle	0	0	0.0
2.554920634920635	0.7380793650793653	answer	Rien	-2	2	0.7380793650793653
3.293	8.803999999999998	ITI	Rien	0	0	0.0
12.097	0.3878458049886621	betty	214_pouvez	0	0	0.0
12.484845804988662	0.9581541950113373	answer	Rien	-2	2	0.9581541950113373
13.443	8.205	ITI	Rien	0	0	0.0
21.648	0.4126303854875283	anne	182_toussez	0	0	0.0
22.060630385487528	0.5463696145124715	answer	Rien	-1	1	0.5463696145124715
22.607	8.033999999999999	ITI	Rien	0	0	0.0
30.641	0.7627664399092969	anne	182_mardi	0	0	0.0
31.403766439909294	0.8612335600907066	answer	Rien	-1	3	0.8612335600907066
32.265	7.369999999999997	ITI	Rien	0	0	0.0
39.635	0.464625850340136	chloe	233_penser	0	0	0.0
40.09962585034013	0.6353741496598673	answer	Rien	-3	1	0.6353741496598673
40.735	8.369999999999997	ITI	Rien	0	0	0.0
49.105	0.8311337868480726	chloe	233_francais	0	0	0.0
49.93613378684807	1.0208662131519333	answer	Rien	-3	3	1.0208662131519333
50.957	10.244999999999997	ITI	Rien	0	0	0.0
61.202	0.6545351473922902	betty	214_jeudi	0	0	0.0
61.856535147392286	0.4224648526077175	answer	Rien	-2	2	0.4224648526077175
62.279	9.030999999999999	ITI	Rien	0	0	0.0
71.31	0.4357142857142857	chloe	233_hallo	0	0	0.0
71.74571428571429	1.3812857142857098	answer	Rien	-3	3	1.3812857142857098
73.127	7.096000000000004	ITI	Rien	0	0	0.0
80.223	0.6176643990929706	anne	182_quatre	0	0	0.0
80.84066439909297	0.47033560090703475	answer	Rien	-1	2	0.47033560090703475
81.311	7.98599999999999	ITI	Rien	0	0	0.0
89.297	0.6878231292517006	anne	182_lundi	0	0	0.0
89.9848231292517	1.4581768707483036	answer	Rien	-1	1	1.4581768707483036
91.443	7.165000000000006	ITI	Rien	0	0	0.0
98.608	0.42	betty	214_partie	0	0	0.0
99.028	0.3990000000000009	answer	Rien	-2	2	0.3990000000000009
99.427	8.333999999999989	ITI	Rien	0	0	0.0
107.761	0.5071655328798186	betty	214_neutre	0	0	0.0
108.26816553287982	0.7448344671201852	answer	Rien	-2	2	0.7448344671201852
109.013	9.173000000000002	ITI	Rien	0	0	0.0
118.186	0.5902040816326529	chloe	233_toussez	0	0	0.0
118.77620408163266	0.3527959183673488	answer	Rien	-3	3	0.3527959183673488
119.129	10.198999999999998	ITI	Rien	0	0	0.0
129.328	0.7329705215419501	chloe	233_quatre	0	0	0.0
130.06097052154195	0.5920294784580449	answer	Rien	-3	2	0.5920294784580449
130.653	8.703000000000003	ITI	Rien	0	0	0.0
139.356	0.483061224489796	anne	182_partie	0	0	0.0
139.8390612244898	0.5339387755101939	answer	Rien	-1	3	0.5339387755101939
140.373	8.374000000000024	ITI	Rien	0	0	0.0
148.747	0.6468934240362811	anne	182_voyelle	0	0	0.0
149.3938934240363	0.0	answer	Rien	-1	0	0.0
149.3938934240363	9.143106575963714	ITI	Rien	0	0	0.0
158.537	0.6852380952380952	betty	214_mardi	0	0	0.0
159.2222380952381	0.4807619047618914	answer	Rien	-2	2	0.4807619047618914
159.703	7.825999999999993	ITI	Rien	0	0	0.0
167.529	0.33918367346938777	betty	214_penser	0	0	0.0
167.8681836734694	0.6428163265306068	answer	Rien	-2	2	0.6428163265306068
168.511	8.092000000000013	ITI	Rien	0	0	0.0
176.603	0.5778684807256236	chloe	233_partie	0	0	0.0
177.18086848072562	0.9721315192743702	answer	Rien	-3	2	0.9721315192743702
178.153	7.840000000000003	ITI	Rien	0	0	0.0
185.993	0.4461678004535147	anne	182_penser	0	0	0.0
186.4391678004535	0.4538321995464969	answer	Rien	-1	2	0.4538321995464969
186.893	9.288000000000011	ITI	Rien	0	0	0.0
196.181	0.7930385487528344	chloe	233_lundi	0	0	0.0
196.97403854875284	0.5449614512471612	answer	Rien	-3	2	0.5449614512471612
197.519	7.7339999999999804	ITI	Rien	0	0	0.0
205.253	0.7290702947845805	anne	182_jeudi	0	0	0.0
205.98207029478456	0.7369297052154309	answer	Rien	-1	2	0.7369297052154309
206.719	8.563000000000017	ITI	Rien	0	0	0.0
215.282	0.5675963718820861	betty	214_lundi	0	0	0.0
215.8495963718821	0.0	answer	Rien	-2	0	0.0
215.8495963718821	8.345403628117907	ITI	Rien	0	0	0.0
224.195	0.6146031746031746	betty	214_francais	0	0	0.0
224.80960317460315	0.6533968253968396	answer	Rien	-2	3	0.6533968253968396
225.463	8.361999999999995	ITI	Rien	0	0	0.0
233.825	0.7373015873015873	chloe	233_jeudi	0	0	0.0
234.5623015873016	1.7206984126983969	answer	Rien	-3	3	1.7206984126983969
236.283	6.774000000000001	ITI	Rien	0	0	0.0
243.057	0.6907256235827665	anne	182_neutre	0	0	0.0
243.74772562358277	0.3692743764172235	answer	Rien	-1	1	0.3692743764172235
244.117	8.171999999999997	ITI	Rien	0	0	0.0
252.289	0.4803174603174603	anne	182_pouvez	0	0	0.0
252.76931746031744	1.29968253968255	answer	Rien	-1	1	1.29968253968255
254.069	7.212999999999994	ITI	Rien	0	0	0.0
261.282	0.317687074829932	betty	214_hallo	0	0	0.0
261.5996870748299	1.2533129251701212	answer	Rien	-2	3	1.2533129251701212
262.853	8.855000000000018	ITI	Rien	0	0	0.0
271.708	0.7879138321995465	chloe	233_neutre	0	0	0.0
272.49591383219956	0.9210861678004107	answer	Rien	-3	2	0.9210861678004107
