onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.069	ITI	0	0	 0.000
 2.069	 0.559	betty	0	0	 0.000
 2.628	 2.387	answer	2	1	 2.310
 5.015	 7.083	ITI	0	0	 0.000
 12.098	 0.477	betty	0	0	 0.000
 12.575	 2.069	answer	2	2	 2.007
 14.644	 7.005	ITI	0	0	 0.000
 21.649	 0.477	anne	0	0	 0.000
 22.126	 5.173	answer	1	0	 0.000
 27.299	 3.342	ITI	0	0	 0.000
 30.641	 0.796	anne	0	0	 0.000
 31.437	 0.716	answer	1	3	 0.645
 32.153	 7.482	ITI	0	0	 0.000
 39.635	 0.557	chloe	0	0	 0.000
 40.192	 2.706	answer	3	2	 2.652
 42.898	 6.207	ITI	0	0	 0.000
 49.105	 0.876	chloe	0	0	 0.000
 49.981	 0.716	answer	3	3	 0.703
 50.697	 10.506	ITI	0	0	 0.000
 61.203	 0.716	betty	0	0	 0.000
 61.919	 2.626	answer	2	2	 2.603
 64.545	 6.765	ITI	0	0	 0.000
 71.310	 0.477	chloe	0	0	 0.000
 71.787	 0.717	answer	3	3	 0.661
 72.504	 7.720	ITI	0	0	 0.000
 80.224	 0.716	anne	0	0	 0.000
 80.940	 0.318	answer	1	1	 0.262
 81.258	 8.038	ITI	0	0	 0.000
 89.296	 0.717	anne	0	0	 0.000
 90.013	 1.592	answer	1	1	 1.557
 91.605	 7.003	ITI	0	0	 0.000
 98.608	 0.478	betty	0	0	 0.000
 99.086	 0.875	answer	2	2	 0.858
 99.961	 7.800	ITI	0	0	 0.000
 107.761	 0.557	betty	0	0	 0.000
 108.318	 0.478	answer	2	1	 0.414
 108.796	 9.390	ITI	0	0	 0.000
 118.186	 0.637	chloe	0	0	 0.000
 118.823	 0.477	answer	3	3	 0.409
 119.300	 10.029	ITI	0	0	 0.000
 129.329	 0.796	chloe	0	0	 0.000
 130.125	 5.172	answer	3	0	 0.000
 135.297	 4.059	ITI	0	0	 0.000
 139.356	 0.557	anne	0	0	 0.000
 139.913	 0.876	answer	1	2	 0.873
 140.789	 7.959	ITI	0	0	 0.000
 148.748	 0.716	anne	0	0	 0.000
 149.464	 0.239	answer	1	1	 0.234
 149.703	 8.833	ITI	0	0	 0.000
 158.536	 0.716	betty	0	0	 0.000
 159.252	 2.389	answer	2	3	 2.356
 161.641	 5.889	ITI	0	0	 0.000
 167.530	 0.398	betty	0	0	 0.000
 167.928	 2.387	answer	2	3	 2.356
 170.315	 6.287	ITI	0	0	 0.000
 176.602	 0.638	chloe	0	0	 0.000
 177.240	 1.035	answer	3	3	 0.982
 178.275	 7.719	ITI	0	0	 0.000
 185.994	 0.477	anne	0	0	 0.000
 186.471	 0.637	answer	1	1	 0.607
 187.108	 9.073	ITI	0	0	 0.000
 196.181	 0.876	chloe	0	0	 0.000
 197.057	 1.432	answer	3	3	 1.429
 198.489	 6.765	ITI	0	0	 0.000
 205.254	 0.796	anne	0	0	 0.000
 206.050	 0.795	answer	1	2	 0.778
 206.845	 8.437	ITI	0	0	 0.000
 215.282	 0.637	betty	0	0	 0.000
 215.919	 0.557	answer	2	2	 0.521
 216.476	 7.719	ITI	0	0	 0.000
 224.195	 0.637	betty	0	0	 0.000
 224.832	 2.069	answer	2	2	 2.048
 226.901	 6.925	ITI	0	0	 0.000
 233.826	 0.795	chloe	0	0	 0.000
 234.621	 0.637	answer	3	3	 0.565
 235.258	 7.799	ITI	0	0	 0.000
 243.057	 0.716	anne	0	0	 0.000
 243.773	 0.160	answer	1	1	 0.151
 243.933	 8.357	ITI	0	0	 0.000
 252.290	 0.557	anne	0	0	 0.000
 252.847	 1.273	answer	1	1	 1.231
 254.120	 7.162	ITI	0	0	 0.000
 261.282	 0.398	betty	0	0	 0.000
 261.680	 5.174	answer	2	0	 0.000
 266.854	 4.855	ITI	0	0	 0.000
 271.709	 0.875	chloe	0	0	 0.000
 272.584	 1.035	answer	3	3	 0.972
 273.619	 6.207	ITI	0	0	 0.000
 279.826	 0.796	chloe	0	0	 0.000
 280.622	 5.174	answer	3	0	 0.000
 285.796	 4.138	ITI	0	0	 0.000
 289.934	 0.477	betty	0	0	 0.000
 290.411	 1.592	answer	2	3	 1.561
 292.003	 6.924	ITI	0	0	 0.000
 298.927	 0.717	anne	0	0	 0.000
 299.644	 0.318	answer	1	1	 0.288
 299.962	 9.072	ITI	0	0	 0.000
 309.034	 0.478	chloe	0	0	 0.000
 309.512	 1.035	answer	3	2	 0.960
 310.547	 8.118	ITI	0	0	 0.000
 318.665	 0.557	anne	0	0	 0.000
 319.222	 5.173	answer	1	0	 0.000
 324.395	 3.581	ITI	0	0	 0.000
 327.976	 0.875	chloe	0	0	 0.000
 328.851	 1.274	answer	3	3	 1.229
 330.125	 6.924	ITI	0	0	 0.000
 337.049	 0.557	betty	0	0	 0.000
 337.606	 5.173	answer	2	0	 0.000
 342.779	 1.830	ITI	0	0	 0.000
 344.609	 4.138	END	0	0	 0.000
