onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.070	ITI	0	0	 0.000
 2.070	 0.557	betty	0	0	 0.000
 2.627	 5.173	answer	2	0	 2147483.647
 7.800	 4.297	ITI	0	0	 0.000
 12.097	 0.478	betty	0	0	 0.000
 12.575	 5.174	answer	2	0	 2147483.647
 17.749	 3.899	ITI	0	0	 0.000
 21.648	 0.478	anne	0	0	 0.000
 22.126	 5.172	answer	1	0	 2147483.647
 27.298	 3.343	ITI	0	0	 0.000
 30.641	 0.796	anne	0	0	 0.000
 31.437	 5.173	answer	1	0	 2147483.647
 36.610	 3.025	ITI	0	0	 0.000
 39.635	 0.557	chloe	0	0	 0.000
 40.192	 5.172	answer	3	0	 2147483.647
 45.364	 3.741	ITI	0	0	 0.000
 49.105	 0.875	chloe	0	0	 0.000
 49.980	 5.174	answer	3	0	 2147483.647
 55.154	 6.048	ITI	0	0	 0.000
 61.202	 0.716	betty	0	0	 0.000
 61.918	 5.173	answer	2	0	 2147483.647
 67.091	 4.219	ITI	0	0	 0.000
 71.310	 0.478	chloe	0	0	 0.000
 71.788	 5.172	answer	3	0	 2147483.647
 76.960	 3.263	ITI	0	0	 0.000
 80.223	 0.716	anne	0	0	 0.000
 80.939	 5.173	answer	1	0	 2147483.647
 86.112	 3.185	ITI	0	0	 0.000
 89.297	 0.716	anne	0	0	 0.000
 90.013	 5.173	answer	1	0	 2147483.647
 95.186	 3.422	ITI	0	0	 0.000
 98.608	 0.477	betty	0	0	 0.000
 99.085	 5.173	answer	2	0	 2147483.647
 104.258	 3.503	ITI	0	0	 0.000
 107.761	 0.557	betty	0	0	 0.000
 108.318	 5.172	answer	2	0	 2147483.647
 113.490	 4.696	ITI	0	0	 0.000
 118.186	 0.636	chloe	0	0	 0.000
 118.822	 5.174	answer	3	0	 2147483.647
 123.996	 5.332	ITI	0	0	 0.000
 129.328	 0.796	chloe	0	0	 0.000
 130.124	 5.173	answer	3	0	 2147483.647
 135.297	 4.059	ITI	0	0	 0.000
 139.356	 0.557	anne	0	0	 0.000
 139.913	 5.173	answer	1	0	 2147483.647
 145.086	 3.661	ITI	0	0	 0.000
 148.747	 0.716	anne	0	0	 0.000
 149.463	 5.173	answer	1	0	 2147483.647
 154.636	 3.901	ITI	0	0	 0.000
 158.537	 0.716	betty	0	0	 0.000
 159.253	 5.173	answer	2	0	 2147483.647
 164.426	 3.103	ITI	0	0	 0.000
 167.529	 0.398	betty	0	0	 0.000
 167.927	 5.173	answer	2	0	 2147483.647
 173.100	 3.503	ITI	0	0	 0.000
 176.603	 0.636	chloe	0	0	 0.000
 177.239	 5.173	answer	3	0	 2147483.647
 182.412	 3.581	ITI	0	0	 0.000
 185.993	 0.478	anne	0	0	 0.000
 186.471	 5.173	answer	1	0	 2147483.647
 191.644	 4.537	ITI	0	0	 0.000
 196.181	 0.875	chloe	0	0	 0.000
 197.056	 5.173	answer	3	0	 2147483.647
 202.229	 3.024	ITI	0	0	 0.000
 205.253	 0.796	anne	0	0	 0.000
 206.049	 5.174	answer	1	0	 2147483.647
 211.223	 4.059	ITI	0	0	 0.000
 215.282	 0.636	betty	0	0	 0.000
 215.918	 5.173	answer	2	0	 2147483.647
 221.091	 3.104	ITI	0	0	 0.000
 224.195	 0.636	betty	0	0	 0.000
 224.831	 5.174	answer	2	0	 2147483.647
 230.005	 3.820	ITI	0	0	 0.000
 233.825	 0.796	chloe	0	0	 0.000
 234.621	 5.173	answer	3	0	 2147483.647
 239.794	 3.263	ITI	0	0	 0.000
 243.057	 0.716	anne	0	0	 0.000
 243.773	 5.174	answer	1	0	 2147483.647
 248.947	 3.342	ITI	0	0	 0.000
 252.289	 0.557	anne	0	0	 0.000
 252.846	 5.173	answer	1	0	 2147483.647
 258.019	 3.263	ITI	0	0	 0.000
 261.282	 0.398	betty	0	0	 0.000
 261.680	 5.174	answer	2	0	 2147483.647
 266.854	 4.854	ITI	0	0	 0.000
 271.708	 0.875	chloe	0	0	 0.000
 272.583	 5.173	answer	3	0	 2147483.647
 277.756	 2.070	ITI	0	0	 0.000
 279.826	 0.796	chloe	0	0	 0.000
 280.622	 5.173	answer	3	0	 2147483.647
 285.795	 4.138	ITI	0	0	 0.000
 289.933	 0.478	betty	0	0	 0.000
 290.411	 5.173	answer	2	0	 2147483.647
 295.584	 3.343	ITI	0	0	 0.000
 298.927	 0.716	anne	0	0	 0.000
 299.643	 5.173	answer	1	0	 2147483.647
 304.816	 4.218	ITI	0	0	 0.000
 309.034	 0.477	chloe	0	0	 0.000
 309.511	 5.173	answer	3	0	 2147483.647
 314.684	 3.980	ITI	0	0	 0.000
 318.664	 0.557	anne	0	0	 0.000
 319.221	 5.173	answer	1	0	 2147483.647
 324.394	 3.581	ITI	0	0	 0.000
 327.975	 0.876	chloe	0	0	 0.000
 328.851	 5.174	answer	3	0	 2147483.647
 334.025	 3.024	ITI	0	0	 0.000
 337.049	 0.557	betty	0	0	 0.000
 337.606	 5.173	answer	2	0	 2147483.647
 342.779	 1.830	ITI	0	0	 0.000
 344.609	 4.138	END	0	0	 0.000
