onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.069	ITI	Rien	0	0	0.0
2.069	0.6852380952380952	betty	214_mardi	0	0	0.0
2.754238095238095	0.5647619047619048	answer	Rien	-2	2	0.5647619047619048
3.319	8.221	ITI	Rien	0	0	0.0
11.54	0.6693197278911565	anne	182_francais	0	0	0.0
12.209319727891156	2.205680272108843	answer	Rien	-1	1	2.205680272108843
14.415	6.277000000000001	ITI	Rien	0	0	0.0
20.692	0.4214739229024944	betty	214_toussez	0	0	0.0
21.113473922902493	1.3015260770975061	answer	Rien	-2	1	1.3015260770975061
22.415	7.1910000000000025	ITI	Rien	0	0	0.0
29.606	0.4357142857142857	chloe	233_hallo	0	0	0.0
30.04171428571429	1.2372857142857114	answer	Rien	-3	2	1.2372857142857114
31.279	7.559000000000001	ITI	Rien	0	0	0.0
38.838	0.7627664399092969	anne	182_mardi	0	0	0.0
39.6007664399093	0.39623356009069965	answer	Rien	-1	3	0.39623356009069965
39.997	8.630000000000003	ITI	Rien	0	0	0.0
48.627	0.6545351473922902	betty	214_jeudi	0	0	0.0
49.28153514739229	1.0374648526077124	answer	Rien	-2	2	1.0374648526077124
50.319	8.495999999999995	ITI	Rien	0	0	0.0
58.815	0.7930385487528344	chloe	233_lundi	0	0	0.0
59.60803854875283	1.160961451247168	answer	Rien	-3	1	1.160961451247168
60.769	7.436	ITI	Rien	0	0	0.0
68.205	0.4672789115646258	betty	214_quatre	0	0	0.0
68.67227891156462	1.3647210884353882	answer	Rien	-2	2	1.3647210884353882
70.037	8.434999999999988	ITI	Rien	0	0	0.0
78.472	0.6878231292517006	anne	182_lundi	0	0	0.0
79.15982312925169	1.9531768707483081	answer	Rien	-1	1	1.9531768707483081
81.113	6.272000000000006	ITI	Rien	0	0	0.0
87.385	0.7373015873015873	chloe	233_jeudi	0	0	0.0
88.12230158730159	1.392698412698408	answer	Rien	-3	2	1.392698412698408
89.515	6.864000000000004	ITI	Rien	0	0	0.0
96.379	0.6907256235827665	anne	182_neutre	0	0	0.0
97.06972562358277	2.243274376417233	answer	Rien	-1	2	2.243274376417233
99.313	6.9339999999999975	ITI	Rien	0	0	0.0
106.247	0.33918367346938777	betty	214_penser	0	0	0.0
106.58618367346939	0.6448163265306022	answer	Rien	-2	3	0.6448163265306022
107.231	8.010000000000005	ITI	Rien	0	0	0.0
115.241	0.4803174603174603	anne	182_pouvez	0	0	0.0
115.72131746031747	0.5376825396825353	answer	Rien	-1	1	0.5376825396825353
116.259	8.849999999999994	ITI	Rien	0	0	0.0
125.109	0.4849206349206349	betty	214_voyelle	0	0	0.0
125.59392063492064	0.849079365079362	answer	Rien	-2	2	0.849079365079362
126.443	9.729	ITI	Rien	0	0	0.0
136.172	0.5902040816326529	chloe	233_toussez	0	0	0.0
136.76220408163266	1.2187959183673343	answer	Rien	-3	2	1.2187959183673343
137.981	10.050000000000011	ITI	Rien	0	0	0.0
148.031	0.4	chloe	233_pouvez	0	0	0.0
148.431	1.5919999999999845	answer	Rien	-3	1	1.5919999999999845
150.023	7.0	ITI	Rien	0	0	0.0
157.023	0.6176643990929706	anne	182_quatre	0	0	0.0
157.64066439909297	1.9003356009070274	answer	Rien	-1	3	1.9003356009070274
159.541	7.271999999999991	ITI	Rien	0	0	0.0
166.813	0.4126303854875283	anne	182_toussez	0	0	0.0
167.2256303854875	2.02736961451248	answer	Rien	-1	2	2.02736961451248
169.253	6.553000000000026	ITI	Rien	0	0	0.0
175.806	0.5778684807256236	chloe	233_partie	0	0	0.0
176.38386848072562	0.7311315192743848	answer	Rien	-3	3	0.7311315192743848
177.115	8.560000000000002	ITI	Rien	0	0	0.0
185.675	0.6146031746031746	betty	214_francais	0	0	0.0
186.28960317460317	3.3013968253968358	answer	Rien	-2	2	3.3013968253968358
189.591	5.394999999999982	ITI	Rien	0	0	0.0
194.986	0.4461678004535147	anne	182_penser	0	0	0.0
195.4321678004535	0.4568321995465112	answer	Rien	-1	1	0.4568321995465112
195.889	8.96599999999998	ITI	Rien	0	0	0.0
204.855	0.8059410430839002	chloe	233_mardi	0	0	0.0
205.66094104308388	2.8960589569161073	answer	Rien	-3	3	2.8960589569161073
208.557	6.00800000000001	ITI	Rien	0	0	0.0
214.565	0.42	betty	214_partie	0	0	0.0
214.98499999999999	1.554000000000002	answer	Rien	-2	1	1.554000000000002
216.539	7.735000000000014	ITI	Rien	0	0	0.0
224.274	0.5071655328798186	betty	214_neutre	0	0	0.0
224.7811655328798	0.6778344671201921	answer	Rien	-2	2	0.6778344671201921
225.459	7.650000000000006	ITI	Rien	0	0	0.0
233.109	0.7329705215419501	chloe	233_quatre	0	0	0.0
233.84197052154195	1.511029478458056	answer	Rien	-3	3	1.511029478458056
235.353	6.7479999999999905	ITI	Rien	0	0	0.0
242.101	0.3878458049886621	betty	214_pouvez	0	0	0.0
242.48884580498867	1.0941541950113276	answer	Rien	-2	1	1.0941541950113276
243.583	8.388000000000005	ITI	Rien	0	0	0.0
251.971	0.483061224489796	anne	182_partie	0	0	0.0
252.4540612244898	1.398938775510203	answer	Rien	-1	2	1.398938775510203
