onset	duration	trial_type	file
0.0	5.174	ITI	Rien
5.174	0.5	speech	voc27
5.674	4.434	ITI	Rien
10.108	0.5006802721088436	artificial	nvoc70
10.608680272108844	4.194319727891156	ITI	Rien
14.803	0.5000907029478459	artificial	nvoc69
15.303090702947847	5.389909297052155	ITI	Rien
20.693	0.5	non_speech	voc70
21.193	4.354999999999997	ITI	Rien
25.548	0.4894104308390023	emotional	64_surprise
26.037410430839	4.603589569160998	ITI	Rien
30.641	0.5	animal	seagull_call
31.141	4.832000000000001	ITI	Rien
35.973	0.5003628117913832	environmental	nvoc42
36.47336281179138	4.673637188208616	ITI	Rien
41.147	0.5003628117913832	environmental	nvoc41
41.64736281179138	4.433637188208621	ITI	Rien
46.081	0.5009523809523809	animal	nvoc18
46.58195238095239	5.06904761904762	ITI	Rien
51.651	0.5003628117913832	animal	nvoc17
52.15136281179139	4.4356371882086165	ITI	Rien
56.587	0.5006802721088436	artificial	nvoc67
57.08768027210885	4.433319727891154	ITI	Rien
61.521	0.5	emotional	64_sadness
62.021	4.4339999999999975	ITI	Rien
66.455	0.5	non_speech	voc69
66.955	4.911000000000001	ITI	Rien
71.866	0.5	non_speech	voc68
72.366	4.275999999999996	ITI	Rien
76.642	0.5	speech	voc26
77.142	5.787000000000006	ITI	Rien
82.929	0.5	emotional	64_happiness
83.429	5.388999999999996	ITI	Rien
88.818	0.5	non_speech	voc67
89.318	4.594000000000008	ITI	Rien
93.912	0.5009070294784579	animal	nvoc16
94.41290702947846	4.43309297052154	ITI	Rien
98.846	0.5008616780045352	artificial	nvoc66
99.34686167800454	5.3091383219954675	ITI	Rien
104.656	0.5	emotional	64_fear
105.156	4.35499999999999	ITI	Rien
109.511	0.5043764172335601	emotional	64_disgust
110.01537641723355	4.987623582766444	ITI	Rien
115.003	0.5003628117913832	environmental	nvoc40
115.50336281179138	4.353637188208616	ITI	Rien
119.857	0.500498866213152	artificial	nvoc65
120.35749886621315	4.832501133786846	ITI	Rien
125.19	0.5131065759637188	emotional	64_anger
125.70310657596372	5.057893424036279	ITI	Rien
130.761	0.5	speech	voc25
131.261	4.673000000000002	ITI	Rien
135.934	0.5003628117913832	environmental	nvoc39
136.43436281179137	4.512637188208622	ITI	Rien
140.947	0.5003174603174603	environmental	nvoc38
141.44731746031746	4.355682539682534	ITI	Rien
145.803	0.5006349206349207	non_speech	voc6
146.30363492063492	5.069365079365072	ITI	Rien
151.373	0.5	speech	voc24
151.873	4.992000000000019	ITI	Rien
156.865	0.5008163265306123	artificial	nvoc64
157.36581632653062	4.9911836734693775	ITI	Rien
162.357	0.5	non_speech	voc65
162.857	4.513000000000005	ITI	Rien
167.37	0.5002267573696145	animal	nvoc15
167.8702267573696	4.274773242630391	ITI	Rien
172.145	0.5009523809523809	environmental	nvoc37
172.6459523809524	5.071047619047622	ITI	Rien
177.717	0.5	non_speech	voc64
178.217	4.513999999999982	ITI	Rien
182.731	0.5	speech	voc22
183.231	4.911000000000001	ITI	Rien
188.142	0.5138095238095238	emotional	61_surprise
188.65580952380952	4.420190476190474	ITI	Rien
193.076	0.5	emotional	59_surprise
193.576	5.2309999999999945	ITI	Rien
198.807	0.5	speech	voc21
199.307	4.673000000000002	ITI	Rien
203.98	0.5006349206349207	artificial	nvoc63
204.4806349206349	4.751365079365089	ITI	Rien
209.232	0.5006802721088436	environmental	nvoc36
209.73268027210884	4.514319727891171	ITI	Rien
214.247	0.5000907029478459	animal	nvoc14
214.74709070294787	4.5929092970521435	ITI	Rien
219.34	0.5	speech	voc19
219.84	4.4339999999999975	ITI	Rien
224.274	0.5	speech	voc18
224.774	4.51400000000001	ITI	Rien
229.288	0.5	speech	voc17
229.788	4.435000000000002	ITI	Rien
234.223	0.5006349206349207	artificial	nvoc62
234.72363492063494	4.9903650793650645	ITI	Rien
239.714	0.5	non_speech	voc63
240.214	5.310000000000002	ITI	Rien
245.524	0.5043764172335601	emotional	59_fear
246.02837641723357	4.3506235827664295	ITI	Rien
250.379	0.5009523809523809	animal	nvoc13
250.87995238095237	4.433047619047617	ITI	Rien
255.313	0.5	speech	voc16
255.813	4.434000000000026	ITI	Rien
260.247	0.5006349206349207	environmental	nvoc35
