onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.069	ITI	0	0	 0.000
 2.069	 0.637	betty	0	0	 0.000
 2.706	 1.671	answer	2	2	 1.606
 4.377	 6.845	ITI	0	0	 0.000
 11.222	 0.398	betty	0	0	 0.000
 11.620	 2.308	answer	2	2	 2.294
 13.928	 6.605	ITI	0	0	 0.000
 20.533	 0.716	anne	0	0	 0.000
 21.249	 1.831	answer	1	1	 1.805
 23.080	 6.686	ITI	0	0	 0.000
 29.766	 0.796	chloe	0	0	 0.000
 30.562	 1.273	answer	3	3	 1.268
 31.835	 7.560	ITI	0	0	 0.000
 39.395	 0.478	betty	0	0	 0.000
 39.873	 2.069	answer	2	2	 2.029
 41.942	 7.243	ITI	0	0	 0.000
 49.185	 0.875	chloe	0	0	 0.000
 50.060	 1.830	answer	3	3	 1.764
 51.890	 6.447	ITI	0	0	 0.000
 58.337	 0.716	anne	0	0	 0.000
 59.053	 2.866	answer	1	1	 2.847
 61.919	 5.889	ITI	0	0	 0.000
 67.808	 0.557	anne	0	0	 0.000
 68.365	 5.173	answer	1	0	 0.000
 73.538	 3.899	ITI	0	0	 0.000
 77.437	 0.557	betty	0	0	 0.000
 77.994	 5.174	answer	2	0	 0.000
 83.168	 3.263	ITI	0	0	 0.000
 86.431	 0.716	anne	0	0	 0.000
 87.147	 0.398	answer	1	1	 0.337
 87.545	 8.118	ITI	0	0	 0.000
 95.663	 0.637	chloe	0	0	 0.000
 96.300	 0.955	answer	3	3	 0.954
 97.255	 9.072	ITI	0	0	 0.000
 106.327	 0.478	betty	0	0	 0.000
 106.805	 1.114	answer	2	2	 1.043
 107.919	 7.561	ITI	0	0	 0.000
 115.480	 0.557	anne	0	0	 0.000
 116.037	 5.173	answer	1	0	 0.000
 121.210	 3.263	ITI	0	0	 0.000
 124.473	 0.478	betty	0	0	 0.000
 124.951	 1.591	answer	2	2	 1.581
 126.542	 6.606	ITI	0	0	 0.000
 133.148	 0.876	chloe	0	0	 0.000
 134.024	 2.149	answer	3	3	 2.088
 136.173	 6.844	ITI	0	0	 0.000
 143.017	 0.795	anne	0	0	 0.000
 143.812	 5.174	answer	1	0	 0.000
 148.986	 6.048	ITI	0	0	 0.000
 155.034	 0.796	chloe	0	0	 0.000
 155.830	 5.173	answer	3	0	 0.000
 161.003	 4.218	ITI	0	0	 0.000
 165.221	 0.558	anne	0	0	 0.000
 165.779	 1.194	answer	1	1	 1.151
 166.973	 8.515	ITI	0	0	 0.000
 175.488	 0.478	chloe	0	0	 0.000
 175.966	 2.307	answer	3	3	 2.258
 178.273	 6.925	ITI	0	0	 0.000
 185.198	 0.716	betty	0	0	 0.000
 185.914	 1.512	answer	2	2	 1.506
 187.426	 8.356	ITI	0	0	 0.000
 195.782	 0.637	chloe	0	0	 0.000
 196.419	 2.467	answer	3	3	 2.433
 198.886	 5.970	ITI	0	0	 0.000
 204.856	 0.557	betty	0	0	 0.000
 205.413	 1.910	answer	2	2	 1.895
 207.323	 7.480	ITI	0	0	 0.000
 214.803	 0.796	anne	0	0	 0.000
 215.599	 5.174	answer	1	0	 0.000
 220.773	 4.297	ITI	0	0	 0.000
 225.070	 0.637	betty	0	0	 0.000
 225.707	 0.716	answer	2	2	 0.707
 226.423	 7.481	ITI	0	0	 0.000
 233.904	 0.875	chloe	0	0	 0.000
 234.779	 1.354	answer	3	3	 1.289
 236.133	 7.242	ITI	0	0	 0.000
 243.375	 0.478	chloe	0	0	 0.000
 243.853	 5.173	answer	3	0	 0.000
 249.026	 3.581	ITI	0	0	 0.000
 252.607	 0.717	anne	0	0	 0.000
 253.324	 0.637	answer	1	1	 0.572
 253.961	 7.719	ITI	0	0	 0.000
 261.680	 0.716	betty	0	0	 0.000
 262.396	 2.706	answer	2	2	 2.664
 265.102	 6.527	ITI	0	0	 0.000
 271.629	 0.557	betty	0	0	 0.000
 272.186	 5.173	answer	2	0	 0.000
 277.359	 3.899	ITI	0	0	 0.000
 281.258	 0.478	anne	0	0	 0.000
 281.736	 0.636	answer	1	1	 0.612
 282.372	 7.562	ITI	0	0	 0.000
 289.934	 0.795	chloe	0	0	 0.000
 290.729	 1.592	answer	3	2	 1.585
 292.321	 5.650	ITI	0	0	 0.000
 297.971	 0.557	chloe	0	0	 0.000
 298.528	 5.173	answer	3	0	 0.001
 303.701	 5.333	ITI	0	0	 0.000
 309.034	 0.717	anne	0	0	 0.000
 309.751	 0.795	answer	1	1	 0.761
 310.546	 7.481	ITI	0	0	 0.000
 318.027	 0.398	betty	0	0	 0.000
 318.425	 2.069	answer	2	2	 1.991
 320.494	 7.084	ITI	0	0	 0.000
 327.578	 0.875	chloe	0	0	 0.000
 328.453	 2.229	answer	3	2	 2.193
 330.682	 6.446	ITI	0	0	 0.000
 337.128	 0.477	anne	0	0	 0.000
 337.605	 2.626	answer	1	3	 2.597
 340.231	 4.378	ITI	0	0	 0.000
 344.609	 4.138	END	0	0	 0.000
